AA Battery&[16.0714,0.0000,0.0000,21.4286,17.8571,5.3571,3.5714,5.3571,23.2143,10.7143,25.0000]&72
Armor Plating&[22.0000,0.0000,0.3333,22.3333,18.0000,5.3333,2.3333,15.6667,19.0000,0.0000,25.0000]&390
Battleship Hull&[25.0000,0.0000,0.5952,19.0476,17.8571,17.8571,2.9762,20.2381,23.8095,17.8571,19.6429]&277
Bomber Hull&[21.9136,0.0000,0.3086,25.0000,21.9136,15.7407,2.4691,16.3580,16.0494,16.9753,20.9877]&511
Cannon&[25.0000,0.0000,0.0000,24.4186,23.8372,10.4651,6.9767,6.9767,18.0233,7.5581,2.9070]&217
Capital Ship Drive&[21.2963,0.0000,0.0000,18.5185,19.4444,10.1852,16.6667,19.4444,0.0000,25.0000,14.8148]&157
Carrier Hull&[20.4545,0.0000,0.0000,23.4848,22.7273,25.0000,2.2727,12.1212,9.8485,13.6364,23.4848]&202
Colony Ship Hull&[21.8750,0.5682,0.0000,22.4432,20.7386,10.7955,17.3295,20.1705,10.2273,8.8068,25.0000]&556
Command Frigate&[17.8571,0.0000,0.0000,14.2857,25.0000,16.0714,8.9286,0.0000,8.9286,12.5000,16.0714]&67
Copper Mine&[19.4444,2.7778,22.2222,22.2222,25.0000,8.3333,8.3333,0.0000,8.3333,0.0000,5.5556]&44
Corvette Hull&[24.0079,0.1984,0.1984,25.0000,23.1151,21.9246,22.2222,3.5714,18.1548,20.1389,23.7103]&1837
Destroyer Hull&[17.4242,0.7576,0.0000,21.9697,20.8333,25.0000,2.6515,17.4242,21.5909,15.9091,22.3485]&438
Diamond Mine&[16.6667,6.6667,25.0000,25.0000,13.3333,11.6667,0.0000,5.0000,5.0000,1.6667,8.3333]&71
Drilling Rig&[25.0000,0.0000,16.0714,19.6429,17.8571,1.7857,8.9286,0.0000,0.0000,5.3571,16.0714]&62
Empire Administration&[13.6364,0.0000,0.0000,11.3636,11.3636,0.0000,25.0000,6.8182,0.0000,0.0000,15.9091]&37
Energy Shield&[19.6809,0.0000,0.5319,23.4043,25.0000,4.2553,2.6596,20.2128,20.2128,20.7447,9.0426]&274
Entertainment Facility&[21.0526,0.0000,0.0000,17.1053,23.6842,13.8158,24.3421,8.5526,10.5263,11.8421,25.0000]&237
Farm&[24.7984,22.5806,0.2016,24.5968,25.0000,0.0000,16.1290,4.8387,0.8065,1.6129,4.6371]&621
Fighter Hull&[20.3704,0.0000,0.0000,21.0648,25.0000,17.1296,11.1111,2.5463,19.9074,16.2037,24.5370]&682
Genesis Hull&[0,0,0,0,0,0,0,0,0,0,0]&0
Gold Mine&[18.7500,2.5000,25.0000,25.0000,13.7500,5.0000,12.5000,5.0000,8.7500,5.0000,18.7500]&112
Guided Missile Launcher&[25.0000,0.0000,0.0000,23.2558,22.6744,16.2791,16.2791,15.1163,16.2791,9.8837,21.5116]&286
Gun Battery&[20.0000,0.0000,0.0000,25.0000,21.2500,5.0000,13.7500,5.0000,21.2500,6.2500,7.5000]&100
Hospital&[24.5370,0.0000,0.0000,20.8333,24.0741,6.9444,3.2407,19.9074,0.0000,8.7963,25.0000]&288
Iron Mine&[23.2759,0.8621,22.4138,23.2759,25.0000,9.4828,8.6207,5.1724,7.7586,2.5862,18.9655]&171
Mall&[20.7792,0.0000,0.6494,25.0000,23.0519,0.9740,15.2597,5.8442,0.6494,7.1429,24.0260]&380
Platinum Mine&[20.6522,3.2609,20.6522,25.0000,23.9130,9.7826,13.0435,1.0870,7.6087,3.2609,10.8696]&128
Police Station&[23.8636,0.0000,0.0000,21.5909,25.0000,0.5682,10.7955,1.1364,0.0000,7.3864,23.8636]&201
Probe Hull&[25.0000,0.0000,0.0000,23.8095,23.8095,16.6667,20.2381,0.0000,1.1905,19.0476,13.0952]&120
Research Facility&[19.5455,6.3636,5.4545,15.9091,25.0000,10.4545,18.1818,13.1818,10.0000,10.9091,19.0909]&339
School&[22.0588,0.4902,0.0000,23.5294,23.5294,2.9412,0.9804,10.2941,0.0000,0.9804,25.0000]&224
Silver Mine&[16.6667,1.6667,25.0000,16.6667,15.0000,5.0000,1.6667,1.6667,1.6667,1.6667,13.3333]&60
Single Barrel Gun&[24.0741,0.0000,0.0000,25.0000,16.6667,3.7037,8.3333,5.5556,19.4444,2.7778,0.9259]&115
Small Vessel Drive&[20.3125,0.0000,0.0000,25.0000,21.8750,1.5625,10.9375,14.0625,0.0000,15.6250,3.1250]&72
Space Station Hull&[15.6250,3.1250,0.0000,21.8750,18.7500,0.0000,18.7500,21.8750,6.2500,18.7500,25.0000]&48
Surveyor Hull&[25.0000,0.0000,0.0000,18.7500,17.7885,16.3462,19.7115,0.0000,0.0000,11.5385,16.8269]&262
Terraformer&[21.4286,17.0918,3.0612,25.0000,18.6224,23.2143,23.9796,21.1735,3.5714,21.4286,17.3469]&768
Titanium Mine&[20.6897,1.7241,22.4138,25.0000,16.3793,4.3103,12.0690,3.4483,8.6207,4.3103,12.0690]&152
Transport Hull&[21.7105,0.0000,0.0000,25.0000,19.7368,10.5263,15.7895,6.5789,2.6316,13.8158,23.0263]&211
Troop Transport&[25.0000,0.0000,0.0000,16.6667,21.6667,11.6667,21.6667,20.0000,20.0000,16.6667,18.3333]&103
Uranium Mine&[20.0000,3.0000,18.0000,25.0000,18.0000,6.0000,10.0000,7.0000,8.0000,1.0000,12.0000]&128
Well&[18.1034,0.0000,18.1034,25.0000,13.7931,0.8621,0.8621,0.0000,1.7241,2.5862,12.0690]&108
Mines&[22.5126,1.7551,22.4379,25.0000,20.5684,5.7365,8.2654,3.2286,6.0058,2.5917,14.0964]&133.294257142857
Institutions&[23.3014,0.1252,0.1659,23.2286,24.4294,2.9185,7.7323,9.4959,0.1659,6.2075,25.0000]&120.1796
Attacking Hulls&[23.6844,0.2116,0.2525,25.0000,23.2764,23.3508,2.8964,18.4748,19.9153,17.9822,24.1514]&160.384
Weapons&[23.2046,0.0000,0.0000,25.0000,20.7455,6.4395,9.7623,5.8898,19.7255,5.5718,3.8071]&119.214733333333
Colony Fun Transport GML&[23.7043,0.1503,0.0000,23.2193,22.9627,13.5968,19.5002,13.3328,10.4890,11.7277,25.0000]&154.7426
Probes&[25.0000,0.0000,0.0000,21.2798,20.7990,16.5065,19.9748,0.0000,0.5953,15.2931,14.9611]&134.40935
Drives&[23.9029,0.0000,0.0000,25.0000,23.7367,6.7487,15.8577,19.2487,0.0000,23.3378,10.3058]&128.93515
