AA Battery&[16.0714,0.0000,0.0000,21.4286,17.8571,5.3571,3.5714,5.3571,23.2143,10.7143,25.0000]&72
Armor Plating&[22.0000,0.0000,0.3333,22.3333,18.0000,5.3333,2.3333,15.6667,19.0000,0.0000,25.0000]&390
Battleship Hull&[25.0000,0.0000,0.5682,19.8864,18.1818,18.1818,2.8409,21.0227,23.8636,18.1818,19.8864]&295
Bomber Hull&[21.8085,0.0000,0.2660,25.0000,21.8085,15.1596,2.3936,15.6915,16.7553,16.4894,20.7447]&587
Cannon&[25.0000,0.0000,0.0000,24.4186,23.8372,10.4651,6.9767,6.9767,18.0233,7.5581,2.9070]&217
Capital Ship Drive&[21.2963,0.0000,0.0000,18.5185,19.4444,10.1852,16.6667,19.4444,0.0000,25.0000,14.8148]&157
Carrier Hull&[22.8571,0.0000,0.0000,25.0000,23.5714,24.2857,2.1429,12.8571,9.2857,14.2857,24.2857]&222
Colony Ship Hull&[21.3235,0.4902,0.0000,23.0392,19.6078,12.0098,15.9314,20.0980,12.5000,8.3333,25.0000]&646
Command Frigate&[17.6471,0.0000,0.0000,17.6471,25.0000,14.7059,8.8235,0.0000,11.7647,13.2353,20.5882]&88
Copper Mine&[18.7500,4.1667,22.9167,20.8333,25.0000,6.2500,10.4167,0.0000,8.3333,2.0833,10.4167]&62
Corvette Hull&[23.6641,0.2863,0.1908,25.0000,22.5191,21.5649,21.8511,3.5305,17.7481,19.5611,22.9008]&1874
Destroyer Hull&[18.6620,0.7042,0.0000,22.5352,21.4789,25.0000,2.8169,17.9577,21.4789,16.1972,23.9437]&485
Diamond Mine&[17.1875,6.2500,25.0000,25.0000,18.7500,14.0625,0.0000,4.6875,6.2500,1.5625,14.0625]&85
Drilling Rig&[25.0000,0.0000,20.0000,18.3333,23.3333,6.6667,13.3333,0.0000,0.0000,8.3333,25.0000]&84
Empire Administration&[13.6364,0.0000,0.0000,11.3636,11.3636,0.0000,25.0000,6.8182,0.0000,0.0000,15.9091]&37
Energy Shield&[19.6809,0.0000,0.5319,23.4043,25.0000,4.2553,2.6596,20.2128,20.2128,20.7447,9.0426]&274
Entertainment Facility&[21.6346,0.0000,0.0000,17.7885,23.5577,12.5000,23.0769,8.1731,11.5385,11.0577,25.0000]&321
Farm&[23.6486,21.3514,0.2703,25.0000,23.7838,0.0000,15.0000,3.9189,0.5405,1.4865,4.1892]&882
Fighter Hull&[21.2000,0.0000,0.0000,21.2000,25.0000,18.0000,11.2000,2.2000,20.2000,16.2000,24.0000]&796
Genesis Hull&[0,0,0,0,0,0,0,0,0,0,0]&0
Gold Mine&[19.1667,2.5000,21.6667,25.0000,12.5000,4.1667,12.5000,3.3333,8.3333,4.1667,15.0000]&154
Guided Missile Launcher&[25.0000,0.0000,0.0000,22.9167,22.9167,16.6667,14.5833,16.1458,17.7083,10.9375,21.3542]&323
Gun Battery&[20.0000,0.0000,0.0000,25.0000,21.2500,5.0000,13.7500,5.0000,21.2500,6.2500,7.5000]&100
Hospital&[25.0000,0.0000,0.0000,23.3607,23.3607,6.9672,2.8689,20.4918,0.0000,8.6066,25.0000]&331
Iron Mine&[24.2424,1.5152,22.7273,23.4848,25.0000,9.0909,9.0909,4.5455,8.3333,3.0303,19.6970]&199
Mall&[21.2121,0.2525,0.7576,25.0000,22.7273,1.2626,14.8990,5.5556,0.5051,5.5556,23.2323]&479
Platinum Mine&[22.2222,2.7778,22.2222,23.1481,25.0000,8.3333,12.0370,0.9259,9.2593,2.7778,11.1111]&151
Police Station&[21.6346,0.0000,0.0000,23.5577,25.0000,0.4808,11.5385,0.9615,0.0000,7.2115,21.1538]&232
Probe Hull&[25.0000,0.0000,0.0000,23.8095,23.8095,16.6667,20.2381,0.0000,1.1905,19.0476,13.0952]&120
Research Facility&[20.6140,7.0175,5.7018,17.1053,25.0000,12.2807,20.1754,14.4737,11.4035,11.8421,20.6140]&379
School&[23.7705,0.4098,0.0000,24.1803,23.7705,3.6885,0.8197,11.4754,0.0000,0.8197,25.0000]&278
Silver Mine&[16.6667,1.6667,25.0000,16.6667,15.0000,5.0000,1.6667,1.6667,1.6667,1.6667,13.3333]&60
Single Barrel Gun&[24.0741,0.0000,0.0000,25.0000,16.6667,3.7037,8.3333,5.5556,19.4444,2.7778,0.9259]&115
Small Vessel Drive&[17.8571,0.0000,0.0000,25.0000,19.0476,3.5714,11.9048,14.2857,0.0000,13.0952,2.3810]&90
Space Station Hull&[20.8333,2.0833,0.0000,20.8333,16.6667,2.0833,14.5833,25.0000,10.4167,16.6667,22.9167]&73
Surveyor Hull&[25.0000,0.0000,0.0000,19.8113,18.8679,17.4528,21.2264,0.0000,0.0000,12.2642,17.4528]&280
Terraformer&[21.5686,17.1569,3.4314,25.0000,18.6275,23.5294,23.7745,21.5686,3.9216,22.0588,17.6471]&809
Titanium Mine&[20.6897,1.7241,22.4138,25.0000,16.3793,4.3103,12.0690,3.4483,8.6207,4.3103,12.0690]&152
Transport Hull&[20.3704,0.0000,0.0000,25.0000,18.0556,9.7222,14.8148,5.5556,2.7778,12.5000,22.6852]&284
Troop Transport&[25.0000,0.0000,0.0000,20.8333,22.2222,11.1111,20.8333,20.8333,19.4444,16.6667,19.4444]&127
Uranium Mine&[22.0000,3.0000,20.0000,25.0000,22.0000,6.0000,12.0000,7.0000,9.0000,1.0000,14.0000]&141
Well&[18.0233,0.0000,15.1163,25.0000,14.5349,0.5814,1.7442,0.0000,2.3256,2.3256,12.2093]&158
Mines&[23.3756,2.0737,23.5525,25.0000,22.7829,6.1240,10.0237,3.1847,6.5174,3.3823,16.9183]&142.086457142857
Institutions&[23.8341,0.1723,0.1971,25.0000,24.6774,3.2256,7.8373,10.0117,0.1314,5.7736,24.5545]&120.5221
Attacking Hulls&[23.8926,0.1905,0.2257,25.0000,23.0034,22.3506,2.7576,18.2666,19.3092,17.6242,24.0367]&163.269175
Weapons&[23.2046,0.0000,0.0000,25.0000,20.7455,6.4395,9.7623,5.8898,19.7255,5.5718,3.8071]&119.214733333333
Colony Fun Transport GML&[23.4818,0.1303,0.0000,23.5923,22.3677,13.5312,18.1856,13.2850,11.8367,11.3858,25.0000]&153.09275
Probes&[25.0000,0.0000,0.0000,21.8104,21.3387,17.0598,20.7323,0.0000,0.5953,15.6559,15.2740]&137.46625
Drives&[22.4924,0.0000,0.0000,25.0000,22.1124,7.9027,16.4134,19.3769,0.0000,21.8845,9.8784]&126.25655
